"EXPEDIENTE"	"RUC"	"DENOMINACION"	"CIIU4"	"TIPO_COMPANIA"	"PATRIMONIO"	"FECHA_PATRIMONIO"	"COTIZA_EN_BOLSA"	"ESPUBLICA"	"CUMPLIMIENTO"	"HABILITADA"	"IMPEDIMENTO"
"1249"	"0391010641001"	"TRANSPEYCOM S. A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1253"	"1790017125001"	"INTERNATIONAL SHIPPING & STORAGE LTDA"	"G4759.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1255"	"1790024547001"	"COMPANIA INMOBILIARIA Y COMERCIAL SA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1264"	"1890019184001"	"CORPORACION ECONOMICA DE LA SIERRA SA CESSA"	"G4661.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1267"	"0190006182001"	"ELABORADOS DE CARNE SA EDCA"	"C1010.21"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1268"	"1790033961001"	"AUTOMOTORES ANDINA SA"	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1277"	"0190368440001"	"ARQUICREAR CIA. LTDA."	"F4100.10"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1278"	"1790338533001"	"CULTIVO DE EXPORTACION SA CULTEX"	"A0220.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1284"	"0391010625001"	"TRANSPORTES GONZALEZ QUINTEROS S. A."	"H4922.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1295"	"1790084337001"	"BAKER HUGHES SWITZERLAND S�RL"	"B0910.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1303"	"1291734320001"	"AZARIAS S.A."	"M7110.25"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1304"	"0190363171001"	"FUENTE DE SALUD YANAYACU C. LTDA."	"S9609.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1307"	"0992665653001"	"ACEROSTEEL S.A."	"C2593.25"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1311"	"0990034249001"	"ENERGIZER-ECUADOR C.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1312"	"1792237637001"	"COMAPRIM COMERCIALIZACION DE MATERIAS PRIMAS CIA. LTDA."	"G4711.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1318"	"0992653353001"	"SACOA S. A."	"G4630.14"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1323"	"1792237505001"	"TRANSPORTES PEREZ BELTRAN C.A. PEBETRANSA"	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1324"	"1790013324001"	"TEXTILES TEXSA SA"	"C1311.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1331"	"1790012794001"	"COCHAPAMBA S.A."	"G4661.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1332"	"1792236843001"	"INMOPRIMAVERAL S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1340"	"0992653396001"	"GLOBAL MULTI SERVICE EXPRESS S. A. GMSESA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1342"	"1790308529001"	"PIRETRO LATINOAMERICANO CA PIRELA"	"A0128.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1351"	"1790003485001"	"EMPRESA HOTELERA Y DE TURISMO LOAIZA BERRU SA"	"I5510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1354"	"1792236851001"	"CONSTRUCTORA LUGASA S.A."	"F4210.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1364"	"0992653868001"	"FRESHPOINT S.A."	"M6910.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1370"	"1191734757001"	"COMPA�IA DE TRANSPORTE DE CARGA PESADA EN CAMIONES DOS DE DICIEMBRE Y ASOCIADOS S. A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1381"	"1790044327001"	"INMOBILIARIA GARCIA MORENO SA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1385"	"1790009378001"	"CENTROS COMERCIALES DEL ECUADOR CA"	"F4100.20"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1389"	"1790022560001"	"GALERIA DE ARTES NACIONAL Y TURISMO CIA LTDA"	"G4773.92"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1390"	"1790126846001"	"COMPANIA INMOBILIARIA COMERCIAL SUR SA CICSA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1391"	"1790163067001"	"EMPRESA NACIONAL DE OXIGENO ENOX S.A."	"C2011.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1402"	"1790015785001"	"CONELSA CONDUCTORES ELECTRICOS SA"	"C2732.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1403"	"0990022887001"	"GRAFICOS NACIONALES SA GRANASA"	"C1811.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1421"	"1790105709001"	"WEATHERFORD SOUTH AMERICA GmbH"	"B0910.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1424"	"1890004195001"	"MOLINOS MIRAFLORES S.A."	"C1061.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1428"	"2091757659001"	"GALAKIWI AVENTURAS S.A."	"N7911.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1436"	"1792237149001"	"RESTNIE S. A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1437"	"1792239370001"	"COMERCIALIZADORA BOLIVARIANA DE MERCADO COMBOLMERC CIA. LTDA."	"G4711.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1447"	"1790023931001"	"AYMESA S.A."	"C2910.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1451"	"1792241553001"	"AGUILAR & HERRERA CIA. LTDA."	"G4663.13"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1455"	"1790010945001"	"PROVEEDORA ECUATORIANA SA PROESA"	"G4711.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1457"	"1790075982001"	"KENNET CA"	"A0113.91"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1465"	"1790019454001"	"TRANSPORTES Y LOGISTICA DEL AREA ANDINA, TRANDINA S.A."	"H5210.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1466"	"1790013456001"	"VIPA VIAS PUERTOS Y AEROPUERTOS SA"	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1468"	"0992653434001"	"AGROBRISA S.A."	"G4630.14"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1475"	"1792237726001"	"IN LIVE TRAVEL AND TOURIST AGENCIA DE VIAJES S.A."	"N7911.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1477"	"1790051978001"	"INMOBILIARIA FAMER SA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1480"	"1790021939001"	"URBANIZADORA ECUATORIANA SA URSA"	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1492"	"0890000886001"	"CONTRACHAPADOS DE ESMERALDAS SA CODESA"	"C1621.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1495"	"1790072266001"	"ORIENCO SA"	"F4390.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1496"	"0190363325001"	"CENTRO RECREACIONAL Y EVENTOS CEREVEN LOS LIRIOS CIA. LTDA."	"I5510.09"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1513"	"1790065170001"	"MITSUBISHI CORPORATION"	"G4610.09"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1514"	"1490810699001"	"TRANSTAISHA S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1518"	"1792236916001"	"TECNOLOGIA EN REPARACION AUTOMOTRIZ REPARMOTRIZ CIA. LTDA."	"G4520.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1522"	"1792237580001"	"COMPA�IA DE TRANSPORTE EN CARGA PESADA LOS TRABAJADORES DEL FUTURO TRANCOMTRAFUT S.A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1524"	"1790012778001"	"INDUSTRIAL POLITEX SA"	"C1312.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1525"	"1790047407001"	"U.O.P. PROCESSES INTERNATIONAL INC"	"B0910.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1528"	"1790036227001"	"MURRIN CORP."	"A0111.39"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1529"	"1790036200001"	"TATIANA SA"	"G4690.00"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1531"	"1792459249001"	"IMPORTADORA FULLBUSINESS S.A."	"G4649.99"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1540"	"1790011291001"	"SEVILLA Y MARTINEZ INGENIEROS CA SEMAICA"	"F4210.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1548"	"0992653698001"	"MEDIGENER DE ECUADOR CIA. LTDA."	"G4772.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1556"	"0992653930001"	"COMPUELITE S.A."	"M7310.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1558"	"1790089827001"	"MADERAS PRESERVADAS SA MAPRESA"	"C1610.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1559"	"0992654058001"	"MOVILVIP S.A."	"J6190.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1562"	"0890048242001"	"TELEVISION ESMERALDENA COMPANIA DE ECONOMIA MIXTA TESEM"	"J6020.02"	"ECONOM�A MIXTA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1563"	"1790074749001"	"LINEAS AEREAS COSTARRICENCES SOCIEDAD ANONIMA (LACSA)"	"H5110.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1587"	"1790040968001"	"INDUSTRIAL DANEC SA"	"C1040.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1589"	"1790001997001"	"CERRADURAS ECUATORIANAS SA CESA"	"C2593.25"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1590"	"1790018911001"	"INDUSTRIAS IEPESA ECUATORIANA DE PRODUCTOS ELECTRONICOS SA"	"C2220.99"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1591"	"1790038424001"	"COMPA�IA INTERAMERICANA DE TRABAJOS CIVILES COMINTRAC S.A."	"M7110.21"	"AN�NIMA MULTINACIONAL ANDINA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1593"	"1790050947001"	"IDEAL ALAMBREC SA"	"C2599.13"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1607"	"1790009289001"	"AUTOMOTORES CONTINENTAL SA"	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1611"	"0992653639001"	"MAXNEGOS S.A."	"G4773.91"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1612"	"1792237416001"	"OPTYTECH TECNOLOGIAS DE TELECOMUNICACIONES CIA. LTDA."	"G4652.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1615"	"1790019551001"	"RANCHO BRAHMAN S.A."	"A0150.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1627"	"1790024857001"	"SINCLAIR SUN CHEMICAL ECUADOR S.A."	"C2022.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1628"	"0791742153001"	"SERVILUBRICAR S.A."	"G4530.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1630"	"1790102602001"	"VIGILANCIA INDUSTRIAL COMERCIAL VICOSA CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1631"	"1790046869001"	"ESMETAL SA"	"C2511.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1633"	"1790190315001"	"PALFRICASA SOCIEDAD ANONIMA"	"A0126.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1634"	"1790514005001"	"LALOMA S.A."	"A0119.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1635"	"1390052304001"	"INDUSTRIAL AGRICOLA GANADERA YAG S.A."	"A0141.09"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1646"	"1291746647001"	"ESVIVEPALM S.A."	"A0210.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1655"	"1790021408001"	"AVESCA AVICOLA ECUATORIANA CA"	"A0146.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1666"	"1790069230001"	"HARBERT INTERNATIONAL ESTABLISHMENT S DE R.L."	"B0910.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1668"	"1792238897001"	"INMOBILIARIA TRUST FAMILY S.A. FAMYTRUST"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1669"	"1790149749001"	"OFFSETEC SA"	"C1811.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1675"	"0990154031001"	"SOCIEDAD AGRICOLA Y PECUARIA GERBA S.A."	"A0150.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1678"	"1790618196001"	"SAN FRANCISCO SOCIEDAD ANONIMA EN PREDIO RUSTICO"	"A0122.09"	"AN�NIMA  EN PREDIOS R�STICOS"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1679"	"1790048039001"	"HELMERICH & PAYNE DEL ECUADOR INC"	"B0910.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1686"	"0992653671001"	"MSGH DISE�O S.A."	"M7310.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1687"	"1790037231001"	"REFRIGERACION Y REPUESTOS DEL ECUADOR S.A. REFRISA"	"C2819.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1695"	"1790043657001"	"TABACALERA ANDINA SA TANASA"	"C1200.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1701"	"1890028515001"	"COMPA�IA DE ECONOMIA MIXTA CENTRO DE MERCADEO AGROPECUARIO CEMEAG"	"A0150.00"	"ECONOM�A MIXTA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1702"	"1790043355001"	"AUTOLANDIA SA"	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"9559"	"0990356203001"	"ALVAPESA SA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1713"	"1790077950001"	"LUFTHANSA LINEAS AEREAS ALEMANAS SA"	"H5110.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1733"	"1790101509001"	"EXTRACTORA Y PROCESADORA DE ACEITES EPACEM SA"	"C1040.11"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"1737"	"1790095754001"	"TEXTILES LA ESCALA SA"	"C1312.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1741"	"1790098230001"	"PRODUCTOS PARAISO DEL ECUADOR SA"	"C3100.06"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1742"	"1790090280001"	"INDUSTRIA DE MATERIALES DE FRICCION SA IMFRISA"	"G4530.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1743"	"1790093840001"	"ENKADOR SA"	"C1311.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1748"	"1790101533001"	"RADIO COLON CA"	"J6010.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1750"	"1790099938001"	"MOTRANSA CA"	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1756"	"1390014712001"	"COMPANIA HOTEL MANTA IMPERIAL CA"	"N7990.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1758"	"1791421361001"	"MATERIALES DE CONSTRUCCION QUITO SA CYMCA"	"B0899.09"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1765"	"1790140083001"	"CORPORACION ECUATORIANA DE ALUMINIO SA CEDAL"	"C2420.23"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"1768"	"1790143007001"	"ECUATORIANA DE GRANOS SA ECUAGRAN"	"G4620.11"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"1769"	"1790144992001"	"HILACRIL S.A."	"C1410.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1772"	"1790155641001"	"TEXTILES GUALILAHUA SA"	"C1311.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1776"	"1790148874001"	"ECUA AUTO SA ECAUSA"	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1778"	"1790149838001"	"INDUSTRIA DE ACERO DE LOS ANDES SA"	"F4210.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1790"	"0992655380001"	"INMOGOTHAM S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1797"	"1790160793001"	"JABONERIA WILSON SA"	"C2023.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1799"	"1790160653001"	"EDESA SA"	"C2393.01"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"1800"	"1790161080001"	"SOCIEDAD ADMINISTRADORA DE INVERSIONES SA ADINSA"	"K6430.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1805"	"1790163466001"	"SCHERING PLOUGH DEL ECUADOR S.A."	"G4649.22"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1807"	"1790163776001"	"INDUCALSA INDUSTRIA NACIONAL DE CALZADO SA"	"C1520.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1811"	"1790319458001"	"MENATLAS QUITO CA"	"F4210.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1814"	"1790236862001"	"UNACEM ECUADOR S.A."	"C2394.01"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"1833"	"1790175197001"	"PALMERAS DE LOS ANDES SA"	"A0126.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1836"	"1790175952001"	"ENCHAPES DECORATIVOS SA ENDESA"	"C1621.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1849"	"1790188973001"	"FERRERO DEL ECUADOR S.A."	"C1073.21"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1855"	"1790212270001"	"INVERSIONES Y NEGOCIOS TURISTICOS AMARANTA SA"	"I5510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1870"	"1790199568001"	"TECNANDINA SA TENSA"	"C2100.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1873"	"1890028647001"	"CORPORACION TURISTICA INTERNACIONAL LLERENA - GARZON CORPTURINTER S.A."	"I5510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1875"	"0992655445001"	"MACONSTMA S.A."	"G4663.13"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1876"	"1790200698001"	"UNIWELD ANDINA SA"	"C2591.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1877"	"1291734304001"	"AGRIPALBAN S.A."	"A0150.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1878"	"1790245217001"	"COMPANIA INTERNACIONAL DE MAQUINAS COPIADORAS INTERMACO C.A."	"G4741.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1879"	"1792237297001"	"GO GALLEGOS OVIEDO CONSTRUCTORES CIA. LTDA."	"F4210.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1882"	"1790208087001"	"F.V-AREA ANDINA S.A."	"G4752.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1891"	"1790219526001"	"SIEMENS SA"	"G4659.93"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1903"	"1090033944001"	"EMPRESAS PINTO S.A."	"C1410.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1904"	"1790227979001"	"TURISA QUITO SA"	"N7911.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1917"	"1790230597001"	"AGROCAVE SA"	"F4210.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1920"	"1790233979001"	"OMNIBUS BB TRANSPORTES SA"	"C2910.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1921"	"1790233332001"	"NOVARTIS ECUADOR S.A."	"C2100.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1922"	"1790429016001"	"COMPANIA ANONIMA INVEDELCA"	"A0113.91"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1924"	"0992655542001"	"EXAVIPSA S.A."	"C1410.09"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1930"	"0190363244001"	"INGEASS CIA. LTDA."	"M7490.23"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1934"	"1790240614001"	"ELECTRIFICACIONES DEL ECUADOR SA ELECDOR"	"C2395.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1943"	"1790241483001"	"CHAIDE Y CHAIDE SA"	"C3100.06"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1945"	"1790241599001"	"SICOMELEC SA SOC INDUSTRIAL PARA LA CONSTRUCCION DE APARATOS MECANICOS Y ELECTRICOS"	"C2823.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1948"	"0890010547001"	"APART-HOTEL ESMERALDAS SA"	"I5510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1953"	"1790242773001"	"PREFABRICADOS Y EQUIPOS SA"	"C2395.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1954"	"1790241629001"	"MADELSA SA"	"C3100.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1959"	"1790250075001"	"LENCERIA FINA SA LENFISA"	"C1410.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1960"	"1790246264001"	"INMOBILIARIA SANTA PRISCA SA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1962"	"1790245659001"	"EQUIPOS PARA CONSTRUCCION MINERIA E INDUSTRIAS SA ECOMIN"	"F4390.20"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1965"	"1391770960001"	"PROCESADORA DE ALIMENTOS BLANCA LUZ S.A."	"A0112.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1968"	"1790252221001"	"INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC"	"G4669.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1975"	"1790252361001"	"POLLO FAVORITO SA POFASA"	"C1080.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1976"	"0992653574001"	"CONELFURO S.A."	"G4649.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1987"	"1890046521001"	"HOSPITAL BASICO AMBATO HOBASAMBATO S.A."	"Q8610.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1991"	"1790260089001"	"URBANIZADORA NACIONES UNIDAS SA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1992"	"1790258645001"	"METROCAR SA"	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"1995"	"1790266443001"	"MAMUT ANDINO CA"	"H4923.01"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"1997"	"1790269450001"	"RUMIPAMBA DE LAS ROSAS SA"	"I5510.09"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"2004"	"0992661127001"	"CORPANIMOS S.A."	"A0321.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"2005"	"0992653833001"	"DENERSACORP S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"2006"	"1792238277001"	"ODONTOMEDIC CIA. LTDA."	"G4649.24"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"2014"	"1792239168001"	"ADVISORY & CONSULTING AUDITORES CIA. LTDA."	"M6920.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
